basket_product_unit_id,basket_id,product_id,product_name,product_quantity,product_unit_price,product_total_price
32,7,87,Modern Kitaplık - 87,2,384.47487327956617,768.9497465591323
33,7,149,Bağışıklık Güçlendirici - 149,2,882.2571529819361,1764.5143059638722
34,7,164,Anti-Aging Krem - 164,3,793.9838937054192,2381.9516811162575
35,7,63,Klasik Roman - 63,1,781.296809905242,781.296809905242
36,7,74,Multi-Vitamin Takviyesi - 74,3,825.2765443667378,2475.8296331002134
37,8,32,Bitkisel Şampuan - 32,2,497.1565637078938,994.3131274157876
38,8,119,Wireless Gaming Mouse - 119,3,558.1252919118301,1674.3758757354904
39,9,34,Kadın Elbise G - 34,1,172.69059663208105,172.69059663208105
40,9,125,Smart Fitness Tracker - 125,3,326.51771932986145,979.5531579895844
41,9,137,Nemlendirici Serum - 137,3,1001.5802820210389,3004.740846063117
42,9,111,Doğal Sabun - 111,2,489.19931995775585,978.3986399155117
43,9,198,Suç ve Ceza Kitabı M - 198,2,229.87274258656782,459.74548517313565
44,9,110,Doğal Sabun - 110,1,364.1159177804146,364.1159177804146
45,9,167,Çocuk Hikaye Kitabı - 167,3,414.3425474451264,1243.0276423353791
46,9,93,Slim Fit Jeans - 93,1,768.8171105257526,768.8171105257526
47,9,178,Waterproof Bluetooth Speaker - 178,2,569.9706426746842,1139.9412853493684
48,10,68,Slim Fit Jeans - 68,3,409.6848711057652,1229.0546133172957
49,10,125,Smart Fitness Tracker - 125,3,326.51771932986145,979.5531579895844
50,10,106,Bilim Kurgu Kitabı - 106,2,959.7022085894843,1919.4044171789685
51,10,148,Klasik Roman - 148,1,679.0964335076915,679.0964335076915
52,10,174,Erkek Kot H - 174,3,534.7096508619014,1604.1289525857042
53,10,99,Bahçe Makası R - 99,3,468.64991551181475,1405.9497465354443
54,10,168,Profesyonel Fotoğraf Makinesi - 168,1,544.1525791304878,544.1525791304878
55,10,123,Robot Vacuum Cleaner - 123,1,880.8659456553289,880.8659456553289
56,10,102,Kişisel Gelişim Kitabı - 102,1,1005.2300230436571,1005.2300230436571
57,10,117,Wireless Gaming Mouse - 117,3,504.0245242586772,1512.0735727760316
58,10,84,Multi-Vitamin Takviyesi - 84,2,213.34072365069474,426.6814473013895
59,10,10,Erkek Kot H - 10,3,938.2137911806248,2814.641373541874
60,11,43,Robot Vacuum Cleaner - 43,2,243.25417384737864,486.5083476947573
61,12,52,Fütüristik Mutfak Robotu J - 52,3,627.9537807693321,1883.8613423079962
62,12,158,Anti-Aging Krem - 158,1,864.3449514182981,864.3449514182981
63,12,107,Smart Fitness Tracker - 107,3,712.5894718712676,2137.768415613803
64,12,82,Ultra Hafif Tablet B - 82,2,577.5120895518813,1155.0241791037627
65,12,96,Akıllı Telefon A - 96,1,546.3767512221127,546.3767512221127
66,13,76,Robot Vacuum Cleaner - 76,1,590.7068633155924,590.7068633155924
67,13,47,Suç ve Ceza Kitabı M - 47,1,149.21233030172627,149.21233030172627
68,14,22,Yatak Odası Lambası - 22,1,939.9867405224381,939.9867405224381
69,14,71,Erkek Kot H - 71,1,114.77582381953562,114.77582381953562
70,14,192,Ahşap Yemek Masası - 192,2,922.7811057139799,1845.5622114279597
71,14,147,Aksiyon Kamerası - 147,3,730.1330520632437,2190.399156189731
72,14,139,C Vitamini Takviyesi P - 139,2,72.4606877007042,144.9213754014084
73,14,173,Kadın Elbise G - 173,2,953.7293384895578,1907.4586769791156
74,15,134,Organik Bal Q - 134,1,683.4250484288698,683.4250484288698
75,15,82,Ultra Hafif Tablet B - 82,3,577.5120895518813,1732.536268655644
76,15,93,Slim Fit Jeans - 93,3,768.8171105257526,2306.451331577258
77,15,39,Waterproof Bluetooth Speaker - 39,2,433.7560943001114,867.5121886002228
78,15,46,Waterproof Bluetooth Speaker - 46,3,908.6514239805949,2725.954271941785
79,15,174,Erkek Kot H - 174,1,534.7096508619014,534.7096508619014
80,15,131,Solar Şarj Cihazı E - 131,3,335.7064077639264,1007.1192232917792
81,15,61,Ahşap Yemek Masası - 61,2,453.8325690673699,907.6651381347398
82,16,75,4K Kameralı Drone - 75,1,397.86790147875655,397.86790147875655
83,16,104,Fütüristik Mutfak Robotu J - 104,2,649.3651108217312,1298.7302216434623
84,16,145,Modern Konsol Masa I - 145,1,575.852847936634,575.852847936634
85,16,123,Robot Vacuum Cleaner - 123,3,880.8659456553289,2642.597836965987
86,16,87,Modern Kitaplık - 87,3,384.47487327956617,1153.4246198386986
87,16,48,Kamp Sandalyesi L - 48,1,155.9751260558166,155.9751260558166
88,16,189,Bağışıklık Güçlendirici - 189,2,589.7062315264609,1179.4124630529218
89,16,169,Taşınabilir Projektör - 169,2,299.990641429091,599.981282858182
90,16,155,Konforlu Koltuk Takımı - 155,1,947.700027812887,947.700027812887
91,16,76,Robot Vacuum Cleaner - 76,1,590.7068633155924,590.7068633155924
92,16,30,Kamp Çadırı - 30,2,861.6880719116785,1723.376143823357
93,16,153,Slim Fit Jeans - 153,3,674.2617850047867,2022.78535501436
94,17,67,Akıllı Telefon A - 67,2,873.5275262849201,1747.0550525698402
95,17,4,Kadın Elbise G - 4,3,914.6688976215332,2744.0066928645997
96,17,193,Pamuklu Gömlek F - 193,1,450.17268166329256,450.17268166329256
97,17,114,Su Matarası - 114,1,739.2444424267917,739.2444424267917
98,17,187,Doğal Sabun - 187,3,270.00703312998803,810.0210993899641
99,17,140,Bağışıklık Güçlendirici - 140,2,427.5263566036152,855.0527132072305
100,17,197,Akıllı Saat D - 197,3,260.3464927555224,781.0394782665671
101,17,159,Slim Fit Jeans - 159,1,850.2094077812536,850.2094077812536
102,17,199,Nemlendirici Serum - 199,3,217.97377552535485,653.9213265760645
103,17,71,Erkek Kot H - 71,2,114.77582381953562,229.55164763907123
104,17,17,Noise Cancelling Headphones - 17,2,850.4235607222666,1700.8471214445333
105,17,7,Aksiyon Kamerası - 7,2,391.12793904507646,782.2558780901529
106,17,136,Spor Ayakkabı - 136,3,658.6803610062474,1976.041083018742
107,17,50,Doğal Sabun - 50,3,791.2172659147149,2373.6517977441445
108,17,121,4K Kameralı Drone - 121,3,112.87355024642893,338.6206507392868
109,18,84,Multi-Vitamin Takviyesi - 84,1,213.34072365069474,213.34072365069474
110,18,7,Aksiyon Kamerası - 7,1,391.12793904507646,391.12793904507646
111,18,36,Klasik Roman - 36,1,209.5017293472385,209.5017293472385
112,18,10,Erkek Kot H - 10,2,938.2137911806248,1876.4275823612495
113,18,102,Kişisel Gelişim Kitabı - 102,1,1005.2300230436571,1005.2300230436571
114,18,120,Organik Pamuklu T-Shirt - 120,3,221.22313031530112,663.6693909459034
115,18,62,Aksiyon Kamerası - 62,1,481.49193203582934,481.49193203582934
116,18,176,Yapay Zeka Kitabı N - 176,2,441.72446428913446,883.4489285782689
117,18,66,Cilt Temizleyici O - 66,3,419.8612241080618,1259.5836723241853
118,19,12,Kamp Sandalyesi L - 12,1,535.4478839118046,535.4478839118046
119,19,23,Robot Vacuum Cleaner - 23,2,236.6518413438888,473.3036826877776
120,20,166,Ahşap Yemek Masası - 166,1,170.2643489906603,170.2643489906603
121,20,177,Pamuklu Gömlek F - 177,3,688.576360864381,2065.7290825931427
122,20,157,Aksiyon Kamerası - 157,1,754.1401311285492,754.1401311285492
123,20,167,Çocuk Hikaye Kitabı - 167,1,414.3425474451264,414.3425474451264
124,20,89,Yatak Odası Lambası - 89,2,263.78005591045144,527.5601118209029
125,20,185,Yüksek Performanslı Laptop C - 185,1,561.6211511129652,561.6211511129652
126,20,83,Noise Cancelling Headphones - 83,2,847.7674440813375,1695.534888162675
127,20,163,4K Kameralı Drone - 163,2,681.9043168191611,1363.8086336383221
128,20,46,Waterproof Bluetooth Speaker - 46,3,908.6514239805949,2725.954271941785
129,20,27,Akıllı Telefon A - 27,2,687.8486199609941,1375.6972399219883
130,20,95,Klasik Roman - 95,1,583.8207370966206,583.8207370966206
131,21,120,Organik Pamuklu T-Shirt - 120,1,221.22313031530112,221.22313031530112
132,21,5,Ahşap Yemek Masası - 5,1,1003.4824473571016,1003.4824473571016
133,21,46,Waterproof Bluetooth Speaker - 46,2,908.6514239805949,1817.3028479611899
134,22,95,Klasik Roman - 95,3,583.8207370966206,1751.462211289862
135,22,169,Taşınabilir Projektör - 169,2,299.990641429091,599.981282858182
136,22,179,Yapay Zeka Kitabı N - 179,3,689.9646561560189,2069.8939684680568
137,22,106,Bilim Kurgu Kitabı - 106,3,959.7022085894843,2879.106625768453
138,22,105,Klasik Roman - 105,1,630.2251122815679,630.2251122815679
139,23,189,Bağışıklık Güçlendirici - 189,3,589.7062315264609,1769.1186945793827
140,23,84,Multi-Vitamin Takviyesi - 84,2,213.34072365069474,426.6814473013895
141,23,193,Pamuklu Gömlek F - 193,1,450.17268166329256,450.17268166329256
142,23,28,Robot Vacuum Cleaner - 28,2,445.76455437812587,891.5291087562517
143,23,53,Organik Pamuklu T-Shirt - 53,3,780.9724525069885,2342.917357520965
144,23,103,Wireless Gaming Mouse - 103,1,107.53375745050803,107.53375745050803
145,24,168,Profesyonel Fotoğraf Makinesi - 168,2,544.1525791304878,1088.3051582609755
146,24,195,Ultra Hafif Tablet B - 195,2,250.5723138874479,501.1446277748958
147,24,197,Akıllı Saat D - 197,1,260.3464927555224,260.3464927555224
148,24,141,Kişisel Gelişim Kitabı - 141,3,184.3127853333842,552.9383560001526
149,24,179,Yapay Zeka Kitabı N - 179,3,689.9646561560189,2069.8939684680568
150,25,106,Bilim Kurgu Kitabı - 106,2,959.7022085894843,1919.4044171789685
151,25,121,4K Kameralı Drone - 121,3,112.87355024642893,338.6206507392868
152,25,5,Ahşap Yemek Masası - 5,1,1003.4824473571016,1003.4824473571016
153,25,157,Aksiyon Kamerası - 157,2,754.1401311285492,1508.2802622570985
154,26,21,Doğal Sabun - 21,3,305.3510676660038,916.0532029980114
155,26,168,Profesyonel Fotoğraf Makinesi - 168,2,544.1525791304878,1088.3051582609755
156,26,178,Waterproof Bluetooth Speaker - 178,3,569.9706426746842,1709.9119280240525
157,26,115,Çocuk Hikaye Kitabı - 115,2,422.317122474101,844.634244948202
158,26,59,Su Matarası - 59,3,372.18811487240794,1116.564344617224
159,26,20,Bağışıklık Güçlendirici - 20,1,474.9055265877765,474.9055265877765
160,26,92,Bitkisel Şampuan - 92,2,100.80441617370846,201.60883234741692
161,26,72,Anti-Aging Krem - 72,3,455.699818548259,1367.099455644777
162,27,193,Pamuklu Gömlek F - 193,1,450.17268166329256,450.17268166329256
163,27,152,Modern Kitaplık - 152,1,822.3491272949916,822.3491272949916
164,27,107,Smart Fitness Tracker - 107,2,712.5894718712676,1425.1789437425352
165,27,75,4K Kameralı Drone - 75,2,397.86790147875655,795.7358029575131
166,28,155,Konforlu Koltuk Takımı - 155,3,947.700027812887,2843.100083438661
167,28,103,Wireless Gaming Mouse - 103,1,107.53375745050803,107.53375745050803
168,28,149,Bağışıklık Güçlendirici - 149,2,882.2571529819361,1764.5143059638722
169,28,31,Suç ve Ceza Kitabı M - 31,1,711.229607973044,711.229607973044
170,28,166,Ahşap Yemek Masası - 166,3,170.2643489906603,510.79304697198086
171,28,148,Klasik Roman - 148,2,679.0964335076915,1358.192867015383
172,29,20,Bağışıklık Güçlendirici - 20,1,474.9055265877765,474.9055265877765
173,29,68,Slim Fit Jeans - 68,1,409.6848711057652,409.6848711057652
174,29,77,Doğal Sabun - 77,1,681.1378426649893,681.1378426649893
175,29,144,Ultra Hafif Tablet B - 144,2,518.1681007984189,1036.3362015968378
176,30,97,Kamp Çadırı - 97,3,467.6868687896772,1403.0606063690316
177,30,144,Ultra Hafif Tablet B - 144,2,518.1681007984189,1036.3362015968378
178,30,134,Organik Bal Q - 134,1,683.4250484288698,683.4250484288698
179,30,68,Slim Fit Jeans - 68,1,409.6848711057652,409.6848711057652
180,30,86,Bahçe Makası R - 86,1,977.9314431145573,977.9314431145573
181,30,47,Suç ve Ceza Kitabı M - 47,2,149.21233030172627,298.42466060345254
182,30,108,Robot Vacuum Cleaner - 108,2,463.4693956917169,926.9387913834338
183,31,78,Kamp Çadırı - 78,3,1009.5002277310275,3028.5006831930823
184,31,158,Anti-Aging Krem - 158,3,864.3449514182981,2593.0348542548945
185,31,73,Konforlu Koltuk Takımı - 73,2,628.1817687244081,1256.3635374488163
186,31,172,Yüksek Performanslı Laptop C - 172,2,51.672666754855115,103.34533350971023
187,31,105,Klasik Roman - 105,2,630.2251122815679,1260.4502245631359
188,32,80,Doğa Yürüyüşü Sırt Çantası - 80,2,632.0695063175484,1264.1390126350968
189,32,4,Kadın Elbise G - 4,2,914.6688976215332,1829.3377952430665
190,32,164,Anti-Aging Krem - 164,1,793.9838937054192,793.9838937054192
191,33,136,Spor Ayakkabı - 136,3,658.6803610062474,1976.041083018742
192,33,38,Kamp Sandalyesi L - 38,2,274.22803804955447,548.4560760991089
193,33,149,Bağışıklık Güçlendirici - 149,3,882.2571529819361,2646.7714589458083
194,33,71,Erkek Kot H - 71,2,114.77582381953562,229.55164763907123
195,33,90,Slim Fit Jeans - 90,3,240.562360202159,721.687080606477
196,33,164,Anti-Aging Krem - 164,2,793.9838937054192,1587.9677874108384
197,33,60,Kamp Sandalyesi L - 60,1,438.9026378255769,438.9026378255769
198,33,12,Kamp Sandalyesi L - 12,1,535.4478839118046,535.4478839118046
199,33,116,Suç ve Ceza Kitabı M - 116,2,128.3649121968628,256.7298243937256
200,33,36,Klasik Roman - 36,1,209.5017293472385,209.5017293472385
201,33,162,Kamp Sandalyesi L - 162,1,95.68029701831999,95.68029701831999
202,33,79,Kişisel Gelişim Kitabı - 79,2,236.76777955268253,473.53555910536505
203,33,123,Robot Vacuum Cleaner - 123,1,880.8659456553289,880.8659456553289
204,33,32,Bitkisel Şampuan - 32,1,497.1565637078938,497.1565637078938
205,33,70,Ultra Hafif Tablet B - 70,2,880.3625176967931,1760.7250353935863
206,34,47,Suç ve Ceza Kitabı M - 47,3,149.21233030172627,447.6369909051788
207,34,134,Organik Bal Q - 134,2,683.4250484288698,1366.8500968577396
208,34,94,Portable SSD 1TB - 94,2,150.07180399873184,300.1436079974637
209,34,96,Akıllı Telefon A - 96,1,546.3767512221127,546.3767512221127
210,34,57,Kamp Sandalyesi L - 57,1,78.5400140738683,78.5400140738683
211,34,162,Kamp Sandalyesi L - 162,3,95.68029701831999,287.04089105495996
212,34,40,Kamp Sandalyesi L - 40,3,848.190119665261,2544.570358995783
213,34,85,Multi-Vitamin Takviyesi - 85,2,131.04860107299396,262.0972021459879
214,35,89,Yatak Odası Lambası - 89,2,263.78005591045144,527.5601118209029
215,35,106,Bilim Kurgu Kitabı - 106,3,959.7022085894843,2879.106625768453
216,35,48,Kamp Sandalyesi L - 48,3,155.9751260558166,467.92537816744976
217,35,145,Modern Konsol Masa I - 145,2,575.852847936634,1151.705695873268
218,35,70,Ultra Hafif Tablet B - 70,1,880.3625176967931,880.3625176967931
219,35,12,Kamp Sandalyesi L - 12,3,535.4478839118046,1606.343651735414
220,35,196,Portable SSD 1TB - 196,2,232.2649632503317,464.5299265006634
221,35,117,Wireless Gaming Mouse - 117,1,504.0245242586772,504.0245242586772
222,35,185,Yüksek Performanslı Laptop C - 185,1,561.6211511129652,561.6211511129652
223,35,181,Akıllı Saat D - 181,3,987.2886590794112,2961.8659772382334
224,35,128,Slim Fit Jeans - 128,2,651.947241275198,1303.894482550396
225,35,197,Akıllı Saat D - 197,1,260.3464927555224,260.3464927555224
226,35,49,Klasik Roman - 49,1,484.7725321809304,484.7725321809304
227,35,82,Ultra Hafif Tablet B - 82,3,577.5120895518813,1732.536268655644
228,35,139,C Vitamini Takviyesi P - 139,2,72.4606877007042,144.9213754014084
229,36,196,Portable SSD 1TB - 196,1,232.2649632503317,232.2649632503317
230,36,181,Akıllı Saat D - 181,1,987.2886590794112,987.2886590794112
231,36,31,Suç ve Ceza Kitabı M - 31,3,711.229607973044,2133.688823919132
232,36,30,Kamp Çadırı - 30,2,861.6880719116785,1723.376143823357
233,36,149,Bağışıklık Güçlendirici - 149,2,882.2571529819361,1764.5143059638722
234,36,89,Yatak Odası Lambası - 89,1,263.78005591045144,263.78005591045144
235,36,175,Slim Fit Jeans - 175,1,808.3512620252491,808.3512620252491
236,36,70,Ultra Hafif Tablet B - 70,3,880.3625176967931,2641.0875530903795
237,37,192,Ahşap Yemek Masası - 192,2,922.7811057139799,1845.5622114279597
238,37,52,Fütüristik Mutfak Robotu J - 52,3,627.9537807693321,1883.8613423079962
239,37,113,Anti-Aging Krem - 113,3,770.610200979925,2311.830602939775
240,37,85,Multi-Vitamin Takviyesi - 85,2,131.04860107299396,262.0972021459879
241,37,153,Slim Fit Jeans - 153,2,674.2617850047867,1348.5235700095734
242,38,7,Aksiyon Kamerası - 7,2,391.12793904507646,782.2558780901529
243,38,145,Modern Konsol Masa I - 145,1,575.852847936634,575.852847936634
244,38,138,Noise Cancelling Headphones - 138,3,446.4177854954035,1339.2533564862106
245,38,56,Bağışıklık Güçlendirici - 56,2,618.1784618674382,1236.3569237348763
246,39,20,Bağışıklık Güçlendirici - 20,1,474.9055265877765,474.9055265877765
247,39,154,Cilt Temizleyici O - 154,3,87.95625592035756,263.8687677610727
248,39,10,Erkek Kot H - 10,1,938.2137911806248,938.2137911806248
249,39,127,Modern Konsol Masa I - 127,2,209.86405912160618,419.72811824321235
250,39,15,Profesyonel Fotoğraf Makinesi - 15,2,449.36840458950184,898.7368091790037
251,39,76,Robot Vacuum Cleaner - 76,1,590.7068633155924,590.7068633155924
252,39,160,Bahçe Makası R - 160,2,999.9834914491762,1999.9669828983524
253,39,193,Pamuklu Gömlek F - 193,2,450.17268166329256,900.3453633265851
254,39,83,Noise Cancelling Headphones - 83,1,847.7674440813375,847.7674440813375
255,40,146,Kişisel Gelişim Kitabı - 146,3,251.8652876529594,755.5958629588782
256,40,53,Organik Pamuklu T-Shirt - 53,2,780.9724525069885,1561.944905013977
257,40,82,Ultra Hafif Tablet B - 82,3,577.5120895518813,1732.536268655644
258,40,88,Klasik Roman - 88,1,556.0326750127206,556.0326750127206
259,40,15,Profesyonel Fotoğraf Makinesi - 15,3,449.36840458950184,1348.1052137685056
260,40,23,Robot Vacuum Cleaner - 23,1,236.6518413438888,236.6518413438888
261,40,20,Bağışıklık Güçlendirici - 20,2,474.9055265877765,949.811053175553
262,40,51,Bağışıklık Güçlendirici - 51,1,54.031697080468575,54.031697080468575
263,41,199,Nemlendirici Serum - 199,2,217.97377552535485,435.9475510507097
264,41,101,Bitkisel Şampuan - 101,1,800.7642645598057,800.7642645598057
265,41,45,Yoga Topu K - 45,3,388.5246402224853,1165.573920667456
266,41,124,Bilim Kurgu Kitabı - 124,1,553.8555737277356,553.8555737277356
267,41,156,Kişisel Gelişim Kitabı - 156,2,420.7660981090508,841.5321962181016
268,41,175,Slim Fit Jeans - 175,2,808.3512620252491,1616.7025240504981
269,41,102,Kişisel Gelişim Kitabı - 102,1,1005.2300230436571,1005.2300230436571
270,41,115,Çocuk Hikaye Kitabı - 115,1,422.317122474101,422.317122474101
271,41,159,Slim Fit Jeans - 159,3,850.2094077812536,2550.628223343761
272,41,179,Yapay Zeka Kitabı N - 179,1,689.9646561560189,689.9646561560189
273,41,28,Robot Vacuum Cleaner - 28,1,445.76455437812587,445.76455437812587
274,41,125,Smart Fitness Tracker - 125,3,326.51771932986145,979.5531579895844
275,42,60,Kamp Sandalyesi L - 60,3,438.9026378255769,1316.7079134767307
276,42,74,Multi-Vitamin Takviyesi - 74,2,825.2765443667378,1650.5530887334755
277,42,44,Konforlu Koltuk Takımı - 44,1,533.2485159229832,533.2485159229832
278,42,3,Solar Şarj Cihazı E - 3,3,637.9720726580799,1913.9162179742398
279,43,171,4K Kameralı Drone - 171,3,786.0959533274704,2358.287859982411
280,43,184,Suç ve Ceza Kitabı M - 184,1,550.8782108934024,550.8782108934024
281,43,76,Robot Vacuum Cleaner - 76,1,590.7068633155924,590.7068633155924
282,43,120,Organik Pamuklu T-Shirt - 120,2,221.22313031530112,442.44626063060224
283,43,34,Kadın Elbise G - 34,1,172.69059663208105,172.69059663208105
284,44,9,Klasik Roman - 9,2,705.6504185844819,1411.3008371689639
285,44,131,Solar Şarj Cihazı E - 131,1,335.7064077639264,335.7064077639264
286,44,128,Slim Fit Jeans - 128,2,651.947241275198,1303.894482550396
287,44,141,Kişisel Gelişim Kitabı - 141,1,184.3127853333842,184.3127853333842
288,44,108,Robot Vacuum Cleaner - 108,2,463.4693956917169,926.9387913834338
289,44,173,Kadın Elbise G - 173,3,953.7293384895578,2861.1880154686733
290,44,179,Yapay Zeka Kitabı N - 179,1,689.9646561560189,689.9646561560189
291,44,45,Yoga Topu K - 45,2,388.5246402224853,777.0492804449706
292,45,148,Klasik Roman - 148,2,679.0964335076915,1358.192867015383
293,45,62,Aksiyon Kamerası - 62,1,481.49193203582934,481.49193203582934
294,45,3,Solar Şarj Cihazı E - 3,2,637.9720726580799,1275.9441453161598
295,45,187,Doğal Sabun - 187,1,270.00703312998803,270.00703312998803
296,46,140,Bağışıklık Güçlendirici - 140,1,427.5263566036152,427.5263566036152
297,46,121,4K Kameralı Drone - 121,3,112.87355024642893,338.6206507392868
298,46,27,Akıllı Telefon A - 27,3,687.8486199609941,2063.5458598829823
299,47,150,Noise Cancelling Headphones - 150,2,284.27434434284953,568.5486886856991
300,47,161,Profesyonel Fotoğraf Makinesi - 161,1,705.0912902490136,705.0912902490136
301,48,132,Konforlu Koltuk Takımı - 132,3,447.7357690009269,1343.2073070027807
302,48,193,Pamuklu Gömlek F - 193,3,450.17268166329256,1350.5180449898776
303,48,106,Bilim Kurgu Kitabı - 106,1,959.7022085894843,959.7022085894843
304,48,110,Doğal Sabun - 110,3,364.1159177804146,1092.3477533412438
305,48,115,Çocuk Hikaye Kitabı - 115,2,422.317122474101,844.634244948202
306,48,163,4K Kameralı Drone - 163,1,681.9043168191611,681.9043168191611
307,48,117,Wireless Gaming Mouse - 117,3,504.0245242586772,1512.0735727760316
308,48,129,Omega-3 Kapsül - 129,2,103.1652369731076,206.3304739462152
309,48,156,Kişisel Gelişim Kitabı - 156,2,420.7660981090508,841.5321962181016
310,48,128,Slim Fit Jeans - 128,3,651.947241275198,1955.8417238255943
311,48,189,Bağışıklık Güçlendirici - 189,3,589.7062315264609,1769.1186945793827
312,48,146,Kişisel Gelişim Kitabı - 146,3,251.8652876529594,755.5958629588782
313,48,42,Fütüristik Mutfak Robotu J - 42,3,864.1423473398861,2592.427042019658
314,49,27,Akıllı Telefon A - 27,1,687.8486199609941,687.8486199609941
315,49,124,Bilim Kurgu Kitabı - 124,1,553.8555737277356,553.8555737277356
316,49,119,Wireless Gaming Mouse - 119,2,558.1252919118301,1116.2505838236602
317,49,152,Modern Kitaplık - 152,2,822.3491272949916,1644.6982545899832
318,49,89,Yatak Odası Lambası - 89,1,263.78005591045144,263.78005591045144
319,49,60,Kamp Sandalyesi L - 60,2,438.9026378255769,877.8052756511538
320,49,97,Kamp Çadırı - 97,2,467.6868687896772,935.3737375793544
321,49,56,Bağışıklık Güçlendirici - 56,2,618.1784618674382,1236.3569237348763
322,50,57,Kamp Sandalyesi L - 57,2,78.5400140738683,157.0800281477366
323,50,2,Ergonomic Keyboard - 2,3,219.27123737815808,657.8137121344743
324,50,174,Erkek Kot H - 174,1,534.7096508619014,534.7096508619014
325,51,173,Kadın Elbise G - 173,1,953.7293384895578,953.7293384895578
326,51,25,Omega-3 Kapsül - 25,2,512.4238514017576,1024.8477028035152
327,51,195,Ultra Hafif Tablet B - 195,3,250.5723138874479,751.7169416623437
328,51,70,Ultra Hafif Tablet B - 70,2,880.3625176967931,1760.7250353935863
329,51,150,Noise Cancelling Headphones - 150,2,284.27434434284953,568.5486886856991
330,52,87,Modern Kitaplık - 87,2,384.47487327956617,768.9497465591323
331,52,181,Akıllı Saat D - 181,1,987.2886590794112,987.2886590794112
332,52,128,Slim Fit Jeans - 128,2,651.947241275198,1303.894482550396
333,52,182,Bahçe Makası R - 182,3,728.4990359020604,2185.4971077061814
334,52,3,Solar Şarj Cihazı E - 3,2,637.9720726580799,1275.9441453161598
335,52,150,Noise Cancelling Headphones - 150,2,284.27434434284953,568.5486886856991
336,52,153,Slim Fit Jeans - 153,2,674.2617850047867,1348.5235700095734
337,52,74,Multi-Vitamin Takviyesi - 74,3,825.2765443667378,2475.8296331002134
338,52,161,Profesyonel Fotoğraf Makinesi - 161,2,705.0912902490136,1410.1825804980272
339,52,58,Çocuk Hikaye Kitabı - 58,2,841.8345044278544,1683.6690088557089
340,52,5,Ahşap Yemek Masası - 5,2,1003.4824473571016,2006.9648947142032
341,52,106,Bilim Kurgu Kitabı - 106,1,959.7022085894843,959.7022085894843
342,52,34,Kadın Elbise G - 34,2,172.69059663208105,345.3811932641621
343,53,4,Kadın Elbise G - 4,1,914.6688976215332,914.6688976215332
344,54,119,Wireless Gaming Mouse - 119,2,558.1252919118301,1116.2505838236602
345,54,94,Portable SSD 1TB - 94,1,150.07180399873184,150.07180399873184
346,54,23,Robot Vacuum Cleaner - 23,3,236.6518413438888,709.9555240316664
347,54,184,Suç ve Ceza Kitabı M - 184,2,550.8782108934024,1101.7564217868048
348,54,74,Multi-Vitamin Takviyesi - 74,3,825.2765443667378,2475.8296331002134
